# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	7086
#@/user_id	76c8a36a-966b-414b-94e3-75dde62f30cd
yue bing 	阅兵	c=1 d=0.71177 t=7086
yun dan 	运单	c=4 d=1.19739 t=7086
yun shu zhong xin 	运输中心	c=1 d=0.00334597 t=7086
yun wei 	运维	c=1 d=0.0213864 t=7086
yun wei 	韵味	c=1 d=0.0212797 t=7086
yun xing 	运行	c=1 d=0.00782838 t=7086
yun ying 	运营	c=8 d=0.0410452 t=7086
za ban 	咋办	c=1 d=0.000186693 t=7086
zai 	在	c=29 d=1.338 t=7086
zai deng 	在等	c=1 d=0.109701 t=7086
zai guo lai 	再过来	c=1 d=0.110803 t=7086
zai na li 	在那里	c=0 d=7.64029e-12 t=7086
zai wo 	在我	c=1 d=1.25296e-06 t=7086
zai yi 	在意	c=0 d=2.14491e-08 t=7086
zai yi ci xing 	在意磁性	c=1 d=2.15566e-07 t=7086
zai yi hang 	在一行	c=1 d=8.50667e-10 t=7086
zai zhi 	在职	c=1 d=0.0119742 t=7086
zan men 	咱们	c=3 d=0.0261217 t=7086
zan ting 	暂停	c=2 d=2.912e-08 t=7086
zan wu 	暂无	c=12 d=2.81122 t=7086
zao 	早	c=3 d=0.000302276 t=7086
zao dian 	早点	c=1 d=7.98788e-05 t=7086
ze 	则	c=3 d=1.39304 t=7086
ze en 	则嗯	c=1 d=3.91772e-06 t=7086
ze en en 	则嗯嗯	c=1 d=3.66294e-09 t=7086
ze ke 	则可	c=0 d=1.67421e-05 t=7086
ze ke za ban 	则可咋办	c=1 d=0.00016826 t=7086
zeng jia 	增加	c=1 d=0.00719046 t=7086
zeng liang 	增量	c=1 d=0.0072265 t=7086
zeng qiang 	增强	c=3 d=1.02929 t=7086
zhai zi 	摘自	c=1 d=0.0119145 t=7086
zhan dian 	站点	c=13 d=3.78169 t=7086
zhan kai 	展开	c=1 d=0.00491728 t=7086
zhan shi 	展示	c=16 d=1.06774 t=7086
zhan tai 	展台	c=2 d=0.952175 t=7086
zhang 	张	c=4 d=0.163592 t=7086
zhang 	长	c=1 d=7.05168e-09 t=7086
zhang cai 	张彩	c=3 d=1.61522 t=7086
zhang hao 	账号	c=1 d=8.9167e-05 t=7086
zhang jia 	涨价	c=1 d=1.91222e-09 t=7086
zhang le 	长了	c=1 d=3.79406e-11 t=7086
zhang zhao 	张昭	c=0 d=1.70038e-11 t=7086
zhang zhao ting 	张昭厅	c=3 d=0.0220377 t=7086
zhao 	找	c=2 d=2.30051e-07 t=7086
zhao 	照	c=3 d=0.975259 t=7086
zhao dao 	找到	c=1 d=0.00323088 t=7086
zhao ji 	着急	c=1 d=1.77375e-07 t=7086
zhao liang 	照亮	c=1 d=0.501576 t=7086
zhao ni 	找你	c=1 d=3.19982e-07 t=7086
zhao yi xia 	找一下	c=1 d=0.0219278 t=7086
zhao zhou 	赵州	c=1 d=2.60044e-08 t=7086
zhe ba 	这把	c=0 d=0.000423234 t=7086
zhe bei zi 	这辈子	c=1 d=3.64529e-11 t=7086
zhe bian 	这边	c=1 d=5.48512e-09 t=7086
zhe bian bu hui 	这边不会	c=1 d=2.07685e-10 t=7086
zhe bo 	这波	c=1 d=3.75631e-11 t=7086
zhe ci 	这次	c=1 d=0.00143012 t=7086
zhe di fang 	这地方	c=1 d=2.63337e-09 t=7086
zhe dian 	这点	c=1 d=0.0298969 t=7086
zhe er 	这儿	c=1 d=1.11128e-06 t=7086
zhe ge 	这个	c=105 d=4.27298 t=7086
zhe ji ge 	这几个	c=1 d=3.05164e-08 t=7086
zhe ji tian 	这几天	c=1 d=4.75058e-09 t=7086
zhe jiu shi 	这就是	c=1 d=2.87442e-10 t=7086
zhe ke 	这可	c=1 d=0.000169103 t=7086
zhe li 	这里	c=9 d=0.666977 t=7086
zhe li dou 	这里都	c=1 d=3.33098e-09 t=7086
zhe li mian 	这里面	c=4 d=0.00560587 t=7086
zhe liang 	这两	c=1 d=2.94668e-08 t=7086
zhe liang 	这辆	c=3 d=0.000699042 t=7086
zhe liang en 	这辆嗯	c=1 d=1.13392e-08 t=7086
zhe liang ge 	这两个	c=4 d=0.116734 t=7086
zhe liang zhong 	这两种	c=1 d=2.83114e-08 t=7086
zhe me 	这么	c=4 d=0.0820891 t=7086
zhe me duo 	这么多	c=1 d=0.0294518 t=7086
zhe shi 	这是	c=4 d=0.00260701 t=7086
zhe shi wo 	这是我	c=1 d=0.0590129 t=7086
zhe xie 	这些	c=3 d=0.00503894 t=7086
zhe yang zi 	这样子	c=15 d=0.1399 t=7086
zhe yi 	这一	c=0 d=1.56911e-07 t=7086
zhe yi liang tian 	这一两天	c=1 d=1.35381e-05 t=7086
zhe yi lie 	这一列	c=1 d=1.57698e-06 t=7086
zhe ying gai 	这应该	c=1 d=0.00255424 t=7086
zhe zhong 	这种	c=9 d=0.151922 t=7086
zhen de 	真的	c=3 d=2.83895e-07 t=7086
zhen dui 	针对	c=1 d=2.19958e-09 t=7086
zheng chang 	正常	c=3 d=0.909373 t=7086
zheng qiang 	争抢	c=1 d=0.431711 t=7086
zheng que 	正确	c=1 d=0.137381 t=7086
zheng shi 	正式	c=3 d=1.52688 t=7086
zheng shi ban 	正式版	c=1 d=0.398519 t=7086
zheng shi ji hua 	正式计划	c=2 d=0.539128 t=7086
zheng shu 	整数	c=1 d=9.09683e-05 t=7086
zhi 	值	c=5 d=0.71177 t=7086
zhi 	只	c=2 d=2.63731e-06 t=7086
zhi chi 	支持	c=6 d=5.06838e-06 t=7086
zhi chi ruan mu 	支持软木	c=1 d=1.39913e-10 t=7086
zhi dao 	知道	c=1 d=0.0488012 t=7086
zhi de 	值得	c=1 d=0.000198445 t=7086
zhi ding ren yuan 	指定人员	c=1 d=0.000142667 t=7086
zhi gou 	智购	c=1 d=0.778801 t=7086
zhi hao 	只好	c=1 d=3.51991e-11 t=7086
zhi hou 	之后	c=14 d=0.272131 t=7086
zhi hu 	知乎	c=1 d=5.12144e-11 t=7086
zhi jie 	直接	c=9 d=0.568572 t=7086
zhi lian 	直连	c=2 d=0.909373 t=7086
zhi liang 	质量	c=2 d=0.00694315 t=7086
zhi liao 	治疗	c=1 d=3.96869e-11 t=7086
zhi neng 	智能	c=2 d=0.946485 t=7086
zhi qian 	之前	c=10 d=0.794533 t=7086
zhi shi yong 	只是用	c=1 d=0.00128757 t=7086
zhi xing 	执行	c=3 d=0.0368843 t=7086
zhi xu yao 	只需要	c=1 d=0.000330468 t=7086
zhi yao 	只要	c=2 d=0.0144275 t=7086
zhi you 	只有	c=4 d=1.17823 t=7086
zhi yun xu 	只允许	c=1 d=2.81702e-08 t=7086
zhong 	中	c=38 d=5.53739 t=7086
zhong bang 	重磅	c=2 d=0.934822 t=7086
zhong lei 	种类	c=2 d=3.13102e-07 t=7086
zhong shi 	重视	c=1 d=0.00960953 t=7086
zhong wen 	中文	c=2 d=1.39967e-06 t=7086
zhong wu 	中午	c=3 d=4.47902e-06 t=7086
zhong xin 	中心	c=4 d=0.000659578 t=7086
zhong yao 	重要	c=1 d=0.726149 t=7086
zhong yu 	终于	c=1 d=4.02798e-09 t=7086
zhou hui 	周会	c=1 d=0.00571306 t=7086
zhou ri 	周日	c=1 d=1.01057e-06 t=7086
zhou si 	周四	c=2 d=8.31116e-07 t=7086
zhu dong 	主动	c=1 d=0.000925663 t=7086
zhu jian 	逐渐	c=2 d=1.25599 t=7086
zhu shi 	注释	c=1 d=0.465334 t=7086
zhu yao 	主要	c=1 d=3.16852e-09 t=7086
zhu yao shi 	主要是	c=1 d=3.51812e-05 t=7086
zhu yi 	注意	c=1 d=1.47036e-06 t=7086
zhuan guo qu 	转过去	c=1 d=3.69912e-07 t=7086
zhuan ru 	转入	c=1 d=8.96139e-05 t=7086
zhuan ye hua 	专业化	c=1 d=0.00882647 t=7086
zhuan yuan 	专员	c=1 d=0.0214936 t=7086
zhuang che 	装车	c=1 d=0.00677172 t=7086
zhuang huo 	装货	c=0 d=0.0240509 t=7086
zhuang huo di 	装货地	c=2 d=0.487081 t=7086
zhuang tai 	状态	c=5 d=0.43852 t=7086
zhun bei 	准备	c=4 d=0.918512 t=7086
zhun que 	准确	c=1 d=5.14624e-09 t=7086
zi ce 	自测	c=1 d=0.771052 t=7086
zi dai 	自带	c=3 d=0.941765 t=7086
zi dan 	子弹	c=0 d=0.00372538 t=7086
zi dan fei yi hui 	子弹飞一会	c=1 d=0.0374406 t=7086
zi dian 	字典	c=2 d=0.453845 t=7086
zi dong 	自动	c=2 d=0.0211407 t=7086
zi duan 	字段	c=25 d=2.83658 t=7086
zi duan ming 	字段名	c=1 d=2.93149e-06 t=7086
zi fu 	字符	c=0 d=0.0499074 t=7086
zi fu cheng 	字符成	c=1 d=1.65012e-10 t=7086
zi fu chuan 	字符串	c=3 d=0.504091 t=7086
zi fu cuan 	字符窜	c=1 d=0.501576 t=7086
zi hao 	自豪	c=1 d=3.53756e-11 t=7086
zi ti 	字体	c=10 d=2.83204 t=7086
zi ti da xiao 	字体大小	c=1 d=0.831104 t=7086
zi ying 	自营	c=2 d=0.778801 t=7086
zong 	总	c=1 d=1.58542e-10 t=7086
zong shi 	总是	c=4 d=3.77242e-05 t=7086
zou 	走	c=5 d=0.132153 t=7086
zou le 	走了	c=1 d=0.0207543 t=7086
zou shi 	走势	c=1 d=3.13646e-07 t=7086
zu jian 	组件	c=3 d=1.88402 t=7086
zu jian 	组建	c=3 d=0.588605 t=7086
zu jian ku 	组件库	c=1 d=0.0471227 t=7086
zu zhang 	组长	c=1 d=0.00460782 t=7086
zui da 	最大	c=1 d=6.84094e-05 t=7086
zui gao 	最高	c=1 d=4.79832e-09 t=7086
zui hao 	最好	c=5 d=0.780234 t=7086
zui hao yong 	最好用	c=1 d=7.67598e-07 t=7086
zui hou 	最后	c=1 d=3.16745e-05 t=7086
zui jin 	最近	c=1 d=0.00305798 t=7086
zuo 	做	c=5 d=0.283654 t=7086
zuo cheng 	做成	c=5 d=0.634448 t=7086
zuo de 	做的	c=1 d=0.600496 t=7086
zuo hao 	做好	c=2 d=0.0143137 t=7086
zuo le 	做了	c=1 d=1.48181e-09 t=7086
zuo yi 	座椅	c=1 d=9.23588e-07 t=7086
zuo yong 	作用	c=4 d=0.0281764 t=7086
